battery_id,operation_index,discharge_cycle,ambient_temperature_C,start_time,capacity_Ah,sample_index,time_s,voltage_measured_V,current_measured_A,temperature_measured_C,current_load_A,voltage_load_V,delta_time_s,voltage_change_V,temperature_change_C,current_change_A,normalized_time,temperature_rise_C,voltage_drop_from_start_V,next_voltage_V,next_temperature_C,next_time_s,prediction_horizon_s
B0031,2,1,43.0,2009-04-07 16:31:01,1.6666751942525773,1,9.358999999999998,4.1165602762786495,0.0015994299278774,42.83746343556693,0.0004,4.132,9.358999999999998,-1.4726783250651465e-06,0.007427122590897284,0.001654559219123739,0.00595220302742567,-0.16253656443306852,1.4726783250651465e-06,3.786774822241442,42.88719309208464,19.453,10.094000000000001
B0031,2,1,43.0,2009-04-07 16:31:01,1.6666751942525773,2,19.453,3.786774822241442,-3.974957053116242,42.88719309208464,3.997,1.808,10.094000000000001,-0.3297854540372076,0.04972965651770522,-3.9765564830441194,0.012371856554387389,-0.1128069079153633,0.32978692671553267,3.761368079322055,43.00236469651402,28.781,9.328
B0031,2,1,43.0,2009-04-07 16:31:01,1.6666751942525773,3,28.781,3.761368079322055,-3.976246970286602,43.00236469651402,3.997,1.794,9.328,-0.025406742919386716,0.1151716044293849,-0.0012899171703599777,0.018304343982512898,0.0023646965140216025,0.3551936696349194,3.7410742576810456,43.172906343092144,38.156000000000006,9.375000000000007
B0031,2,1,43.0,2009-04-07 16:31:01,1.6666751942525773,4,38.156000000000006,3.7410742576810456,-3.9724027051938906,43.172906343092144,3.997,1.778,9.375000000000007,-0.02029382164100957,0.17054164657812265,0.0038442650927112965,0.024266722803125754,0.17290634309214425,0.37548749127592895,3.723786307945283,43.33586915125323,47.516,9.359999999999992
B0031,2,1,43.0,2009-04-07 16:31:01,1.6666751942525773,5,47.516,3.723786307945283,-3.974247892470224,43.33586915125323,3.997,1.762,9.359999999999992,-0.01728794973576253,0.16296280816108322,-0.0018451872763334265,0.03021956181762562,0.33586915125322747,0.3927754410116915,3.708731719008577,43.518964373686806,56.844,9.328000000000003
B0031,2,1,43.0,2009-04-07 16:31:01,1.6666751942525773,6,56.844,3.708731719008577,-3.974544669709695,43.518964373686806,3.997,1.746,9.328000000000003,-0.015054588936706192,0.1830952224335789,-0.0002967772394710799,0.03615204924575113,0.5189643736868064,0.4078300299483977,3.6949706046133457,43.73362569926925,66.219,9.374999999999993
B0031,2,1,43.0,2009-04-07 16:31:01,1.6666751942525773,7,66.219,3.6949706046133457,-3.9741398594587527,43.73362569926925,3.997,1.732,9.374999999999993,-0.0137611143952312,0.21466132558244055,0.0004048102509424112,0.04211442806636398,0.7336256992692469,0.4215911443436289,3.6824676913093968,43.95689123332089,75.531,9.312000000000012
B0031,2,1,43.0,2009-04-07 16:31:01,1.6666751942525773,8,75.531,3.6824676913093968,-3.976356942648452,43.95689123332089,3.997,1.719,9.312000000000012,-0.012502913303948926,0.22326553405164162,-0.002217083189699487,0.04803673970130232,0.9568912333208885,0.4340940576475778,3.670707470372139,44.17040141321341,84.844,9.312999999999988
B0031,2,1,43.0,2009-04-07 16:31:01,1.6666751942525773,9,84.844,3.670707470372139,-3.974862466632987,44.17040141321341,3.997,1.706,9.312999999999988,-0.011760220937257593,0.2135101798925234,0.0014944760154653736,0.05395968732331484,1.170401413213412,0.4458542785848354,3.6594377130463625,44.380705164655,94.141,9.297000000000011
B0031,2,1,43.0,2009-04-07 16:31:01,1.6666751942525773,10,94.141,3.6594377130463625,-3.974262448765133,44.380705164655,3.997,1.695,9.297000000000011,-0.01126975732577673,0.21030375144158597,0.0006000178678537971,0.0598724591521402,1.380705164654998,0.4571240359106121,3.648958752342176,44.6058478958942,103.5,9.358999999999995
B0031,2,1,43.0,2009-04-07 16:31:01,1.6666751942525773,11,103.5,3.648958752342176,-3.973299246172436,44.6058478958942,3.997,1.685,9.358999999999995,-0.010478960704186413,0.22514273123920248,0.0009632025926968879,0.06582466217956587,1.6058478958942004,0.46760299661479854,3.639158653826733,44.82425835651497,112.859,9.358999999999995
B0031,2,1,43.0,2009-04-07 16:31:01,1.6666751942525773,12,112.859,3.639158653826733,-3.975262459974154,44.82425835651497,3.997,1.676,9.358999999999995,-0.009800098515443167,0.21841046062076686,-0.0019632138017180445,0.07177686520699153,1.8242583565149673,0.4774030951302417,3.630201046924443,45.05996480080616,122.281,9.422000000000011
B0031,2,1,43.0,2009-04-07 16:31:01,1.6666751942525773,13,122.281,3.630201046924443,-3.972864165740028,45.05996480080616,3.997,1.666,9.422000000000011,-0.00895760690228986,0.23570644429119625,0.002398294234126297,0.07776913542009173,2.0599648008061635,0.48636070203253157,3.6220029528504663,45.27289849825146,131.625,9.343999999999994
B0031,2,1,43.0,2009-04-07 16:31:01,1.6666751942525773,14,131.625,3.6220029528504663,-3.975541340435678,45.27289849825146,3.997,1.655,9.343999999999994,-0.008198094073976758,0.212933697445294,-0.0026771746956502085,0.08371179864140442,2.2728984982514575,0.4945587961065083,3.614520821783644,45.46066888573289,141.016,9.390999999999991
