battery_id,operation_index,discharge_cycle,ambient_temperature_C,start_time,capacity_Ah,sample_index,time_s,voltage_measured_V,current_measured_A,temperature_measured_C,current_load_A,voltage_load_V,delta_time_s,voltage_change_V,temperature_change_C,current_change_A,normalized_time,temperature_rise_C,voltage_drop_from_start_V,next_voltage_V,next_temperature_C,next_time_s,prediction_horizon_s
B0030,2,1,43.0,2009-04-07 16:31:01,1.6560706096175404,1,9.358999999999998,4.121228264511843,0.0017593005385624,43.15238579002229,0.0006,4.137,9.358999999999998,1.0473424252310792e-06,0.0008874548393933424,0.0015133775529693001,0.00595220302742567,0.15238579002228647,-1.0473424252310792e-06,3.7858549607732783,43.17866173014264,19.453,10.094000000000001
B0030,2,1,43.0,2009-04-07 16:31:01,1.6560706096175404,2,19.453,3.7858549607732783,-4.023210863695223,43.17866173014264,4.001,1.894,10.094000000000001,-0.33537330373856467,0.026275940120356722,-4.024970164233785,0.012371856554387389,0.1786617301426432,0.33537225639613943,3.76070827967036,43.29620040755801,28.781,9.328
B0030,2,1,43.0,2009-04-07 16:31:01,1.6560706096175404,3,28.781,3.76070827967036,-4.025960489573527,43.29620040755801,4.001,1.882,9.328,-0.0251466811029184,0.11753867741536794,-0.002749625878304407,0.018304343982512898,0.29620040755801114,0.36051893749905783,3.740428906553871,43.45112281273104,38.156000000000006,9.375000000000007
B0030,2,1,43.0,2009-04-07 16:31:01,1.6560706096175404,4,38.156000000000006,3.740428906553871,-4.022908374140348,43.45112281273104,4.001,1.866,9.375000000000007,-0.020279373116488753,0.15492240517303202,0.003052115433178848,0.024266722803125754,0.45112281273104315,0.3807983106155466,3.723082403531682,43.614705119155936,47.516,9.359999999999992
B0030,2,1,43.0,2009-04-07 16:31:01,1.6560706096175404,5,47.516,3.723082403531682,-4.023997552490315,43.614705119155936,4.001,1.849,9.359999999999992,-0.017346503022189097,0.16358230642489247,-0.0010891783499671348,0.03021956181762562,0.6147051191559356,0.3981448136377357,3.707812653353544,43.78388374117888,56.844,9.328000000000003
B0030,2,1,43.0,2009-04-07 16:31:01,1.6560706096175404,6,56.844,3.707812653353544,-4.024172971358829,43.78388374117888,4.001,1.832,9.328000000000003,-0.015269750178138253,0.16917862202294742,-0.00017541886851368815,0.03615204924575113,0.783883741178883,0.41341456381587394,3.6938056377260713,44.01545179355162,66.219,9.374999999999993
B0030,2,1,43.0,2009-04-07 16:31:01,1.6560706096175404,7,66.219,3.6938056377260713,-4.024301940851788,44.01545179355162,4.001,1.82,9.374999999999993,-0.01400701562747253,0.2315680523727366,-0.00012896949295893023,0.04211442806636398,1.0154517935516196,0.42742157944334647,3.680859771441665,44.217054019566575,75.531,9.312000000000012
B0030,2,1,43.0,2009-04-07 16:31:01,1.6560706096175404,8,75.531,3.680859771441665,-4.022973658562584,44.217054019566575,4.001,1.804,9.312000000000012,-0.012945866284406193,0.20160222601495548,0.001328282289203564,0.04803673970130232,1.217054019566575,0.44036744572775266,3.668565008307034,44.38933165155302,84.844,9.312999999999988
B0030,2,1,43.0,2009-04-07 16:31:01,1.6560706096175404,9,84.844,3.668565008307034,-4.0229079552490905,44.38933165155302,4.001,1.791,9.312999999999988,-0.012294763134631292,0.17227763198644652,6.570331349387004e-05,0.05395968732331484,1.3893316515530216,0.45266220886238395,3.656972464631457,44.62017314026484,94.141,9.297000000000011
B0030,2,1,43.0,2009-04-07 16:31:01,1.6560706096175404,10,94.141,3.656972464631457,-4.022783048536271,44.62017314026484,4.001,1.779,9.297000000000011,-0.011592543675576827,0.23084148871181753,0.00012490671281994992,0.0598724591521402,1.6201731402648392,0.4642547525379608,3.6458854149008135,44.80646382241516,103.5,9.358999999999995
