battery_id,operation_index,discharge_cycle,ambient_temperature_C,start_time,capacity_Ah,sample_index,time_s,voltage_measured_V,current_measured_A,temperature_measured_C,current_load_A,voltage_load_V,delta_time_s,voltage_change_V,temperature_change_C,current_change_A,normalized_time,temperature_rise_C,voltage_drop_from_start_V,next_voltage_V,next_temperature_C,next_time_s,prediction_horizon_s
B0050,1,1,4.0,2010-08-23 17:51:09,0.8631448527758341,1,9.313000000000002,3.818251607211284,-0.0023970530374059,9.226356299373512,0.0002,3.832,9.313000000000002,-2.389165695415585e-05,-0.0434345831970635,-0.0021734582605822,0.005435915096294439,5.226356299373512,2.389165695415585e-05,3.446851373564931,9.20464519659275,19.406,10.092999999999996
B0050,1,1,4.0,2010-08-23 17:51:09,0.8631448527758341,2,19.406,3.446851373564931,-2.0119879509650174,9.20464519659275,1.9972,2.452,10.092999999999996,-0.3714002336463529,-0.021711102780761493,-2.0095908979276116,0.011327109240705449,5.20464519659275,0.37142412530330704,3.422975267755397,9.265591185784546,28.797,9.391000000000002
B0050,1,1,4.0,2010-08-23 17:51:09,0.8631448527758341,3,28.797,3.422975267755397,-2.0118213167651904,9.265591185784546,1.9974,2.432,9.391000000000002,-0.02387610580953403,0.06094598919179539,0.00016663419982698713,0.016808552241811544,5.265591185784546,0.39530023111284107,3.4029754490148205,9.301346770347196,38.141,9.343999999999998
B0050,1,1,4.0,2010-08-23 17:51:09,0.8631448527758341,4,38.141,3.4029754490148205,-2.0126371059815167,9.301346770347196,1.9974,2.414,9.343999999999998,-0.019999818740576547,0.03575558456265071,-0.0008157892163263014,0.02226256176181318,5.301346770347196,0.4153000498534176,3.384898603261075,9.38518031899416,47.563,9.422000000000004
B0050,1,1,4.0,2010-08-23 17:51:09,0.8631448527758341,5,47.563,3.384898603261075,-2.0126516512428627,9.38518031899416,1.9974,2.396,9.422000000000004,-0.018076845753745463,0.0838335486469628,-1.4545261346032845e-05,0.027762099186626473,5.385180318994159,0.4333768956071631,3.36802442320364,9.454623610370788,56.953,9.39
B0050,1,1,4.0,2010-08-23 17:51:09,0.8631448527758341,6,56.953,3.36802442320364,-2.0129067507586305,9.454623610370788,1.9974,2.38,9.39,-0.01687418005743524,0.06944329137662919,-0.0002550995157677427,0.03324295849664524,5.454623610370788,0.4502510756645983,3.351609611841167,9.579000801430432,66.235,9.281999999999996
B0050,1,1,4.0,2010-08-23 17:51:09,0.8631448527758341,7,66.235,3.351609611841167,-2.009981886401904,9.579000801430432,1.9974,2.364,9.281999999999996,-0.016414811362472914,0.12437719105964362,0.002924864356726342,0.038660779169232475,5.579000801430432,0.46666588702707124,3.335524618970223,9.661614424237555,75.625,9.39
B0050,1,1,4.0,2010-08-23 17:51:09,0.8631448527758341,8,75.625,3.335524618970223,-2.010777503164567,9.661614424237555,1.9976,2.345,9.39,-0.016084992870943893,0.08261362280712348,-0.0007956167626628208,0.04414163847925125,5.6616144242375555,0.48275087989801513,3.3200283575298206,9.755228076649752,85.0,9.375
B0050,1,1,4.0,2010-08-23 17:51:09,0.8631448527758341,9,85.0,3.3200283575298206,-2.0110015213162526,9.755228076649752,1.9976,2.329,9.375,-0.015496261440402392,0.09361365241219666,-0.00022401815168571204,0.04961374242296007,5.755228076649752,0.4982471413384175,3.303946295137821,9.858870445428852,94.344,9.343999999999994
B0050,1,1,4.0,2010-08-23 17:51:09,0.8631448527758341,10,94.344,3.303946295137821,-2.011289822612663,9.858870445428852,1.9976,2.315,9.343999999999994,-0.016082062391999496,0.10364236877910038,-0.00028830129641033153,0.05506775194296171,5.8588704454288525,0.514329203730417,3.2881350041224597,9.949620648937463,103.75,9.406000000000006
